ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-130a-3p,MIMAT0000425,HOXA5,3202,Luciferase reporter assay//Northern blot//PAR-CLIP//qRT-PCR//Reporter assay//Western blot,17957028|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HOXA10,3206,Luciferase reporter assay//Microarray//qRT-PCR,20981674,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HOXB3,3213,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HOXD11,3237,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HPRT1,3251,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HSPA8,3312,PAR-CLIP,23592263|23446348|20371350|26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IGF2R,3482,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IGFBP5,3488,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IL18,3606,ELISA//Luciferase reporter assay//qRT-PCR,24801815,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IRF1,3659,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,JARID2,3720,HITS-CLIP,23313552,Unspecified
hsa-mir-130a-3p,MIMAT0000425,KCNB1,3745,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,KLRD1,3824,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,LDLR,3949,PAR-CLIP//qRT-PCR,23418453|22012620|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,LIPA,3988,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SMAD4,4089,Luciferase reporter assay//Microarray//PAR-CLIP//qRT-PCR,23418453|23393589|22942087|23446348|21572407|20371350|26817584,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SMAD5,4090,Microarray//qRT-PCR,23418453|22942087,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MBNL1,4154,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MCC,4163,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MECP2,4204,Luciferase reporter assay//qRT-PCR//Western blot,27245166,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MEOX2,4223,Luciferase reporter assay//Northern blot//qRT-PCR//Reporter assay//Western blot,17957028,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MET,4233,qRT-PCR,23418453,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAP3K9,4293,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MOCS2,4338,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TRIM37,4591,PAR-CLIP,24398324,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MYC,4609,Luciferase reporter assay,25544755,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MYH11,4629,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NARS,4677,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NF2,4771,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NFE2L1,4779,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NFIB,4781,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CNOT4,4850,PAR-CLIP,23592263|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NPTX1,4884,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,OMD,4958,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ORC1,4998,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,OSBP,5007,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PAFAH1B2,5049,PAR-CLIP,22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PDGFRA,5156,Luciferase reporter assay//Microarray,22942087|26565905,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PEX13,5194,PAR-CLIP,22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PIGA,5277,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,POLR2D,5433,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PPARA,5465,Luciferase reporter assay,24960162,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PPARG,5468,ChIP-seq//ELISA//EMSA//GFP reporter assay//Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,21135128|22942087|26692941|26436920|26398698,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CTSA,5476,CLASH,23622248,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PRKAA1,5562,HITS-CLIP//PAR-CLIP,23446348|22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAPK1,5594,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PRNP,5621,PAR-CLIP,22100165,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PSMB5,5693,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PTEN,5728,Luciferase reporter assay,27040383,Unspecified
hsa-mir-130a-3p,MIMAT0000425,QSOX1,5768,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PTPN4,5775,PAR-CLIP,24398324|23446348|21572407|20371350|26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PTPRG,5793,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RAB5A,5868,Luciferase reporter assay//qRT-PCR//Western blot,23418453|25755726,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RAB5B,5869,PAR-CLIP,23592263|23446348|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RAG1,5896,HITS-CLIP//PAR-CLIP,22012620|19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RAN,5901,HITS-CLIP//PAR-CLIP,23446348|22012620|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RFC2,5982,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RFXAP,5994,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RPS15A,6210,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RPS27A,6233,HITS-CLIP//PAR-CLIP,23592263|24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CLIP1,6249,PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MSMO1,6307,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ATXN1,6310,Luciferase reporter assay//qRT-PCR//Western blot,18758459,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SRSF2,6427,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SNTB1,6641,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SNTB2,6645,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SOX4,6659,PAR-CLIP,23592263|24398324|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SOX5,6660,Microarray,22942087,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TROVE2,6738,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SSTR2,6752,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TAC1,6863,Luciferase reporter assay//Reporter assay,17855557,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TCF7L2,6934,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TERF2,7014,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TGFB1,7040,ELISA//Luciferase reporter assay//qRT-PCR,24801815,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TGFBR1,7046,Microarray,22942087,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TGFBR2,7048,Immunohistochemistry//Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,22012620|21572407|20371350|27304191,Unspecified
hsa-mir-130a-3p,MIMAT0000425,THRA,7067,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TNF,7124,ChIP//Luciferase reporter assay//qRT-PCR//Western blot//Western blotting,24885472|26045761|26435691,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TRPC3,7222,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UBB,7314,PAR-CLIP,23592263|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UBC,7316,PAR-CLIP,26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UBE2D2,7322,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UBE2D3,7323,PAR-CLIP,23446348,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UQCRB,7381,PAR-CLIP,22100165,Unspecified
hsa-mir-130a-3p,MIMAT0000425,YY1,7528,PAR-CLIP,23592263|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF711,7552,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF12,7559,PAR-CLIP,24398324|23446348|22012620|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF24,7572,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF154,7710,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF224,7767,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAP3K12,7786,Luciferase reporter assay//qRT-PCR//Western blot,25999017,Unspecified
hsa-mir-130a-3p,MIMAT0000425,FXR1,8087,PAR-CLIP,26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SLC10A3,8273,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,FZD6,8323,PAR-CLIP,23592263|24398324|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CUL3,8452,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IFITM1,8519,Luciferase reporter assay//PAR-CLIP,22787204|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAPKAPK5,8550,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,STX16,8675,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,GALNT4,8693,PAR-CLIP,24398324,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TNFRSF10B,8795,PAR-CLIP,23592263|23446348|26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,USP13,8975,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,WASL,8976,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ATP6V0E1,8992,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,GPRC5A,9052,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAP7,9053,PAR-CLIP,24398324|23446348|22012620|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ATP6V0D1,9114,HITS-CLIP//PAR-CLIP,23446348|21572407|23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PRPF4,9128,HITS-CLIP,23313552,Unspecified
hsa-mir-130a-3p,MIMAT0000425,DLG5,9231,PAR-CLIP,23592263|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RPS6KA5,9252,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,S1PR2,9294,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,KLF4,9314,Luciferase reporter assay//Microarray//qRT-PCR,20981674,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PPIG,9360,PAR-CLIP,23446348|22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZFYVE9,9372,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,QKI,9444,PAR-CLIP,23446348|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SECISBP2L,9728,PAR-CLIP,23592263|20371350|26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MLEC,9761,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CEP170,9859,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,FIG4,9896,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,KLHL21,9903,HITS-CLIP//PAR-CLIP,20371350|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NCAPD2,9918,PAR-CLIP,23446348|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SEC16A,9919,PAR-CLIP,26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAFB,9935,Luciferase reporter assay//Reporter assay,16549775,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TSPAN3,10099,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,STX6,10228,PAR-CLIP,23592263|23446348|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,POP7,10248,HITS-CLIP//PAR-CLIP,21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CDK2AP2,10263,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SF3A1,10291,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,DLC1,10395,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZBTB18,10472,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SEC23B,10483,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CHERP,10523,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TXNIP,10628,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,LEFTY1,10637,PAR-CLIP,22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SLC12A7,10723,PAR-CLIP,22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PPARGC1A,10891,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,25595716,Unspecified
hsa-mir-130a-3p,MIMAT0000425,BLCAP,10904,HITS-CLIP//PAR-CLIP,23592263|24398324|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,GPR75,10936,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,KDELR1,10945,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SERINC3,10955,PAR-CLIP,23592263|24398324|23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PNRC1,10957,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,LILRA2,11027,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,FGFR1OP,11116,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CHEK2,11200,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,Acvr1,11477,Luciferase reporter assay//qRT-PCR,25002578,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PPP6R1,22870,PAR-CLIP,23592263|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ENPP4,22875,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,BTBD3,22903,HITS-CLIP//PAR-CLIP,23592263|24398324|23446348|22012620|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MAPRE3,22924,PAR-CLIP,24398324|23446348|21572407|20371350|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HABP4,22927,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ELL2,22936,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,STK38L,23012,CLASH,23622248,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CDK19,23097,PAR-CLIP,22100165|22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SPART,23111,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TNRC6B,23112,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,POGZ,23126,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ARL6IP1,23204,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,FBXO28,23219,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,DTX4,23220,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RPRD2,23248,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,OTUD3,23252,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CAMSAP2,23271,PAR-CLIP,24398324,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ATMIN,23300,PAR-CLIP,22012620|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SATB2,23314,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,DICER1,23405,HITS-CLIP//Luciferase reporter assay//PAR-CLIP,22350415|23592263|21572407|23824327|19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,GPR161,23432,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZFYVE26,23503,PAR-CLIP,23592263|22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SNAPIN,23557,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,UBBP4,23666,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TMEM2,23670,HITS-CLIP,23313552,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CBY1,25776,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SUN2,25777,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,DSTYK,25778,PAR-CLIP,22012620|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CLIC4,25932,PAR-CLIP,23446348|22012620,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ARHGEF26,26084,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,HBP1,26959,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RNF11,26994,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SNX5,27131,PAR-CLIP,22291592|22012620|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SALL3,27164,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SIGLEC9,27180,PAR-CLIP,27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,GPR82,27197,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TNRC6A,27327,PAR-CLIP,23592263|24398324|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,MYLIP,29116,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RACGAP1,29127,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TMOD3,29766,PAR-CLIP,23592263|24398324|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PURG,29942,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NRBF2,29982,PAR-CLIP,24398324|21572407|20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZBTB7B,51043,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RDH11,51109,PAR-CLIP,21572407|27292025,Unspecified
hsa-mir-130a-3p,MIMAT0000425,IER3IP1,51124,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RLIM,51132,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CERCAM,51148,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,C3orf18,51161,HITS-CLIP,19536157,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ACP6,51205,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,PDZD11,51248,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZBTB7A,51341,PAR-CLIP,26701625,Unspecified
hsa-mir-130a-3p,MIMAT0000425,NIP7,51388,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,ZNF107,51427,PAR-CLIP,20371350,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CINP,51550,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RAB14,51552,PAR-CLIP,23592263,Unspecified
hsa-mir-130a-3p,MIMAT0000425,CHIC1,53344,PAR-CLIP,21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,BRWD1,54014,HITS-CLIP//PAR-CLIP,21572407|23313552,Unspecified
hsa-mir-130a-3p,MIMAT0000425,SLC38A2,54407,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-130a-3p,MIMAT0000425,RBM27,54439,HITS-CLIP,23824327,Unspecified
hsa-mir-130a-3p,MIMAT0000425,TMCO1,54499,HITS-CLIP,23824327,Unspecified
